-7.694242894649505615e-02,-2.874080836772918701e-02
2.550819143652915955e-02,-1.212558746337890625e-01
-1.439279168844223022e-01,2.600325644016265869e-02
5.734686553478240967e-02,-1.521310210227966309e-01
-6.887570023536682129e-03,-9.203805029392242432e-02
-1.507168710231781006e-01,2.242106944322586060e-02
-3.958075493574142456e-02,-7.016713917255401611e-02
-4.657027125358581543e-02,-5.693935975432395935e-02
-4.978604614734649658e-03,-9.381707012653350830e-02
6.321758776903152466e-02,-1.547962278127670288e-01
-1.802332550287246704e-01,5.983702838420867920e-02
-1.229920238256454468e-01,1.042006909847259521e-02
5.181974917650222778e-02,-1.394944787025451660e-01
-4.988908767700195312e-02,-6.308639794588088989e-02
-9.725442528724670410e-02,-2.333595231175422668e-02
-5.051647871732711792e-02,-6.765921413898468018e-02
4.906160384416580200e-02,-1.432399451732635498e-01
-1.109644472599029541e-01,4.716780036687850952e-03
5.537210404872894287e-02,-1.495854854583740234e-01
-1.884230822324752808e-01,6.401094794273376465e-02
-2.310983836650848389e-02,-7.909063249826431274e-02
-1.336725056171417236e-01,1.672782003879547119e-02
-9.641791880130767822e-02,-1.632503420114517212e-02
-6.052640080451965332e-02,-4.999986290931701660e-02
-4.256218671798706055e-04,-1.009504497051239014e-01
-2.186591923236846924e-02,-7.518229633569717407e-02
-1.640650629997253418e-01,4.358547925949096680e-02
1.352132856845855713e-02,-1.123980134725570679e-01
-3.871642053127288818e-03,-9.572847187519073486e-02
7.076736539602279663e-02,-1.603198647499084473e-01
-3.809283673763275146e-02,-7.302859425544738770e-02
5.121208727359771729e-03,-1.088055968284606934e-01
2.976195886731147766e-02,-1.190813481807708740e-01
-3.569520264863967896e-02,-6.499382108449935913e-02
-6.371408700942993164e-03,-8.902853727340698242e-02
-1.919975727796554565e-01,7.600441575050354004e-02
-5.975863337516784668e-02,-4.541475698351860046e-02
4.521495476365089417e-02,-1.397948265075683594e-01
1.157860308885574341e-01,-1.969393640756607056e-01
-7.380776107311248779e-02,-4.708503186702728271e-02
1.009064987301826477e-01,-1.876319944858551025e-01
-5.568657070398330688e-02,-5.056573450565338135e-02
-1.226388365030288696e-01,8.100546896457672119e-03
8.661565929651260376e-02,-1.737922281026840210e-01
-2.152720838785171509e-02,-7.962433993816375732e-02
1.358276233077049255e-02,-1.121500208973884583e-01
3.129914402961730957e-04,-1.042525321245193481e-01
1.058768108487129211e-01,-1.920564919710159302e-01
-8.748155832290649414e-02,-2.258663251996040344e-02
4.228250309824943542e-02,-1.338136792182922363e-01
-5.377408117055892944e-02,-5.813266336917877197e-02
9.147154539823532104e-02,-1.780829727649688721e-01
