3.455732949078083038e-04,0.000000000000000000e+00,8.024003356695175171e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.150517750531435013e-03,4.031792283058166504e-02,9.613300114870071411e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.250342309474945068e-02,0.000000000000000000e+00,1.079096645116806030e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.220493927597999573e-02,1.942496001720428467e-01,7.474812120199203491e-02,1.860642433166503906e-02,1.986183226108551025e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.907444238662719727e-02,5.383993685245513916e-02,6.460828334093093872e-02,7.357712835073471069e-02,0.000000000000000000e+00,7.110943645238876343e-02,2.209707163274288177e-03
9.214450838044285774e-04,0.000000000000000000e+00,6.858922541141510010e-03,0.000000000000000000e+00,0.000000000000000000e+00,4.769750870764255524e-03,3.931915760040283203e-02,9.418743848800659180e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.713956177234649658e-02,0.000000000000000000e+00,1.014067232608795166e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.046504057943820953e-02,1.890756636857986450e-01,7.232528179883956909e-02,1.600917428731918335e-02,1.460663974285125732e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.636459916830062866e-02,5.613999068737030029e-02,6.689739972352981567e-02,7.646404951810836792e-02,0.000000000000000000e+00,6.898816674947738647e-02,1.876558177173137665e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.283445954322814941e-02,0.000000000000000000e+00,4.538895562291145325e-03,5.051395390182733536e-03,4.497237503528594971e-02,1.089848801493644714e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.591123342514038086e-02,0.000000000000000000e+00,1.858235895633697510e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.773678675293922424e-02,2.187097668647766113e-01,8.356571197509765625e-02,3.043878823518753052e-02,3.506575711071491241e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.853209018707275391e-02,4.161661118268966675e-02,5.084210634231567383e-02,5.893515050411224365e-02,0.000000000000000000e+00,8.456480503082275391e-02,4.563963972032070160e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.790316030383110046e-02,0.000000000000000000e+00,8.479775860905647278e-03,6.584514398127794266e-03,5.060531944036483765e-02,1.197219118475914001e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.981759190559387207e-02,0.000000000000000000e+00,2.738863974809646606e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.228787705302238464e-02,2.420794516801834106e-01,9.235087782144546509e-02,4.374525696039199829e-02,4.366494715213775635e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.995122253894805908e-02,3.011799603700637817e-02,3.744966536760330200e-02,4.479888081550598145e-02,4.790443927049636841e-04,9.549543261528015137e-02,5.948140285909175873e-03
0.000000000000000000e+00,0.000000000000000000e+00,9.269963949918746948e-03,0.000000000000000000e+00,3.322537988424301147e-03,5.605972371995449066e-03,4.138674587011337280e-02,1.020631045103073120e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.290197908878326416e-02,0.000000000000000000e+00,1.454760134220123291e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.603080496191978455e-02,2.058180719614028931e-01,7.869137078523635864e-02,2.354412525892257690e-02,2.652043476700782776e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.434969931840896606e-02,4.438664019107818604e-02,5.470115691423416138e-02,6.509618461132049561e-02,1.457623206079006195e-03,7.814236730337142944e-02,3.014064393937587738e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.774339541792869568e-02,0.000000000000000000e+00,1.132058165967464447e-02,6.346858106553554535e-03,5.863600224256515503e-02,1.318632215261459351e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.942858636379241943e-02,0.000000000000000000e+00,3.858241438865661621e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.643511235713958740e-02,2.743317484855651855e-01,1.019687354564666748e-01,6.411913782358169556e-02,6.933496333658695221e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.117883622646331787e-01,1.807519048452377319e-02,2.295230329036712646e-02,2.725246548652648926e-02,0.000000000000000000e+00,1.091920584440231323e-01,9.375990368425846100e-03
0.000000000000000000e+00,0.000000000000000000e+00,2.149524912238121033e-02,0.000000000000000000e+00,8.387634530663490295e-03,5.588479340076446533e-03,5.321024358272552490e-02,1.246875301003456116e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.292273521423339844e-02,0.000000000000000000e+00,3.023250401020050049e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.394463658332824707e-02,2.541512846946716309e-01,9.696680307388305664e-02,5.017028003931045532e-02,6.096269004046916962e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.033077612519264221e-01,2.808617055416107178e-02,3.419563174247741699e-02,3.852780163288116455e-02,0.000000000000000000e+00,1.017561852931976318e-01,7.677069865167140961e-03
0.000000000000000000e+00,0.000000000000000000e+00,1.526792719960212708e-02,0.000000000000000000e+00,5.846632644534111023e-03,5.275867413729429245e-03,4.748492687940597534e-02,1.135982349514961243e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.975709855556488037e-02,0.000000000000000000e+00,2.208246290683746338e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.928134426474571228e-02,2.282978147268295288e-01,8.698074519634246826e-02,3.591652959585189819e-02,3.896501846611499786e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.266169369220733643e-02,3.778058290481567383e-02,4.632353782653808594e-02,5.385297536849975586e-02,0.000000000000000000e+00,8.900815248489379883e-02,5.253023467957973480e-03
0.000000000000000000e+00,0.000000000000000000e+00,3.589809313416481018e-02,0.000000000000000000e+00,1.976947300136089325e-02,1.009614672511816025e-02,7.036072760820388794e-02,1.592323631048202515e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.697020769119262695e-03,0.000000000000000000e+00,5.489479750394821167e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.564271494746208191e-02,3.187230229377746582e-01,1.196392700076103210e-01,8.569952100515365601e-02,8.605953305959701538e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.307717412710189819e-01,2.195298671722412109e-03,1.577183604240417480e-03,1.660019159317016602e-03,0.000000000000000000e+00,1.350133866071701050e-01,1.180347520858049393e-02
0.000000000000000000e+00,0.000000000000000000e+00,1.585527136921882629e-02,0.000000000000000000e+00,5.548087880015373230e-03,5.819463171064853668e-03,4.768758267164230347e-02,1.116221174597740173e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.192532181739807129e-02,0.000000000000000000e+00,2.316942811012268066e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.744042128324508667e-02,2.268763631582260132e-01,8.512280881404876709e-02,3.675223141908645630e-02,3.851336427032947540e-03,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.143839776515960693e-02,3.906914591789245605e-02,4.704099893569946289e-02,5.493694543838500977e-02,0.000000000000000000e+00,8.786359429359436035e-02,4.860240034759044647e-03
